S60.8	phlyctènes palmaires par frottement
S40.8	abrasion ou brûlure par frottement de la région scapulaire avec infection
S40.8	phlyctène de la région scapulaire sans infection
S40.8	phlyctène de la région scapulaire avec infection
S40.8	piqûre d'insecte non venimeux de la région scapulaire sans infection
S40.8	piqûre d'insecte non venimeux de la région scapulaire avec infection
S40.8	lésion due à un corps étranger superficiel de la région scapulaire sans plaie ouverte importante ni infection
S40.8	lésion due à un corps étranger superficiel de la région scapulaire sans plaie ouverte importante, avec infection
S40.9	lésion traumatique superficielle du bras sans infection
S40.9	lésion traumatique superficielle du bras avec infection
S40.8	abrasion ou brûlure par frottement du bras sans infection
S40.8	abrasion ou brûlure par frottement du bras avec infection
S40.8	phlyctène du bras sans infection
S40.8	phlyctène du bras avec infection
S40.8	piqûre d'insecte non venimeux du bras sans infection
S40.8	piqûre d'insecte non venimeux du bras avec infection
S40.8	lésion due à un corps étranger superficiel du bras sans plaie ouverte importante ni infection
S40.8	lésion due à un corps étranger superficiel du bras sans plaie ouverte importante, avec infection
S50.9	lésion traumatique superficielle du coude sans infection
S50.9	lésion traumatique superficielle du coude avec infection
S50.8	abrasion ou brûlure par frottement du coude sans infection
S50.8	abrasion ou brûlure par frottement du coude avec infection
S50.8	phlyctène du coude sans infection
S50.8	phlyctène du coude avec infection
S50.8	piqûre d'insecte non venimeux du coude sans infection
S50.8	piqûre d'insecte non venimeux du coude avec infection
S50.8	lésion due à un corps étranger superficiel du coude sans plaie ouverte importante ni infection
S50.8	lésion due à un corps étranger superficiel du coude sans plaie ouverte importante, avec infection
S50.9	lésion traumatique superficielle de l'avant-bras sans infection
S50.9	lésion traumatique superficielle de l'avant-bras avec infection
S50.8	abrasion ou brûlure par frottement de l'avant-bras sans infection
S50.8	abrasion ou brûlure par frottement de l'avant-bras avec infection
S50.8	phlyctène de l'avant-bras sans infection
S50.8	phlyctène de l'avant-bras avec infection
S50.8	piqûre d'insecte non venimeux de l'avant-bras sans infection
S50.8	piqûre d'insecte non venimeux de l'avant-bras avec infection
S50.8	lésion due à un corps étranger superficiel de l'avant-bras sans plaie ouverte importante ni infection
S50.8	lésion due à un corps étranger superficiel de l'avant-bras sans plaie ouverte importante, avec infection
S60.9	lésion traumatique superficielle du poignet sans infection
S60.9	lésion traumatique superficielle du poignet avec infection
S60.8	abrasion ou brûlure par frottement du poignet sans infection
S60.8	abrasion ou brûlure par frottement du poignet avec infection
S60.8	phlyctène du poignet sans infection
S60.8	phlyctène du poignet avec infection
S60.8	piqûre d'insecte non venimeux du poignet sans infection
S60.8	piqûre d'insecte non venimeux du poignet avec infection
S60.8	lésion due à un corps étranger superficiel du poignet sans plaie ouverte importante ni infection
S60.8	lésion due à un corps étranger superficiel du poignet sans plaie ouverte importante, avec infection
S60.9	lésion traumatique superficielle de la main sans infection
S60.9	lésion traumatique superficielle de la main avec infection
S60.8	abrasion ou brûlure par frottement de la main sans infection
S60.8	abrasion ou brûlure par frottement de la main avec infection
S60.8	phlyctène de la main sans infection
S60.8	phlyctène de la main avec infection
S60.8	piqûre d'insecte non venimeux de la main sans infection
S60.8	piqûre d'insecte non venimeux de la main avec infection
S60.8	lésion due à un corps étranger superficiel de la main sans plaie ouverte importante ni infection
S60.8	lésion due à un corps étranger superficiel de la main sans plaie ouverte importante, avec infection
S60.9	lésion traumatique superficielle du doigt sans infection
S60.9	lésion traumatique superficielle du doigt avec infection
S60.8	abrasion ou brûlure par frottement du doigt sans infection
S60.8	abrasion ou brûlure par frottement du doigt avec infection
S60.8	phlyctène du doigt sans infection
S60.8	phlyctène du doigt avec infection
S60.8	piqûre d'insecte non venimeux du doigt sans infection
S60.8	piqûre d'insecte non venimeux du doigt avec infection
S60.8	lésion due à un corps étranger superficiel du doigt sans plaie ouverte importante ni infection
S60.8	lésion due à un corps étranger superficiel du doigt sans plaie ouverte importante, avec infection
S70.9	lésion traumatique superficielle de la hanche sans infection
S70.9	lésion traumatique superficielle de la hanche avec infection
S70.8	abrasion ou brûlure par frottement de la hanche sans infection
S70.8	abrasion ou brûlure par frottement de la hanche avec infection
S70.8	phlyctène de la hanche sans infection
S70.8	phlyctène de la hanche avec infection
S70.8	piqûre d'insecte non venimeux de la hanche sans infection
S70.8	piqûre d'insecte non venimeux de la hanche avec infection
S70.8	lésion due à un corps étranger superficiel de la hanche sans plaie ouverte importante ni infection
S70.8	lésion due à un corps étranger superficiel de la hanche sans plaie ouverte importante, avec infection
S70.9	lésion traumatique superficielle de la cuisse sans infection
S70.9	lésion traumatique superficielle de la cuisse avec infection
S70.8	abrasion ou brûlure par frottement de la cuisse sans infection
S70.8	abrasion ou brûlure par frottement de la cuisse avec infection
S70.8	phlyctène de la cuisse sans infection
S70.8	phlyctène de la cuisse avec infection
S70.8	piqûre d'insecte non venimeux de la cuisse sans infection
S70.8	piqûre d'insecte non venimeux de la cuisse avec infection
S70.8	lésion due à un corps étranger superficiel de la cuisse sans plaie ouverte importante ni infection
S70.8	lésion due à un corps étranger superficiel de la cuisse sans plaie ouverte importante, avec infection
S80.9	lésion traumatique superficielle de la jambe sans infection
S80.9	lésion traumatique superficielle de la jambe avec infection
S80.8	abrasion ou brûlure par frottement de la jambe sans infection
S80.8	abrasion ou brûlure par frottement de la jambe avec infection
S80.8	phlyctène de la jambe sans infection
S80.8	phlyctène de la jambe avec infection
S80.8	piqûre d'insecte non venimeux de la jambe sans infection
S80.8	piqûre d'insecte non venimeux de la jambe avec infection
S80.8	lésion due à un corps étranger superficiel de la jambe sans plaie ouverte importante ni infection
S80.8	lésion due à un corps étranger superficiel de la jambe sans plaie ouverte importante avec infection
S90.9	lésion traumatique superficielle de la cheville sans infection
S90.9	lésion traumatique superficielle de la cheville avec infection
S90.8	abrasion ou brûlure par frottement de la cheville sans infection
S90.8	abrasion ou brûlure par frottement de la cheville avec infection
S90.8	phlyctène de la cheville sans infection
S90.8	phlyctène de la cheville avec infection
S90.8	piqûre d'insecte non venimeux de la cheville sans infection
S90.8	piqûre d'insecte non venimeux de la cheville avec infection
S90.8	lésion due à un corps étranger superficiel de la cheville sans plaie ouverte importante ni infection
S90.8	lésion due à un corps étranger superficiel de la cheville sans plaie ouverte importante, avec infection
S90.9	lésion traumatique superficielle du pied sans infection
S90.9	lésion traumatique superficielle du pied avec infection
S90.8	abrasion ou brûlure par frottement du pied sans infection
S90.8	abrasion ou brûlure par frottement du pied avec infection
S90.8	phlyctène du pied sans infection
S90.8	phlyctène du pied avec infection
S90.8	piqûre d'insecte non venimeux du pied sans infection
S90.8	piqûre d'insecte non venimeux du pied avec infection
S90.8	lésion due à un corps étranger superficiel du pied sans plaie ouverte importante ni infection
S90.8	lésion due à un corps étranger superficiel du pied sans plaie ouverte importante, avec infection
S90.9	lésion traumatique superficielle d'un orteil sans infection
S90.9	lésion traumatique superficielle d'un orteil avec infection
S90.8	abrasion ou brûlure par frottement d'un orteil sans infection
S90.8	abrasion ou brûlure par frottement d'un orteil avec infection
S90.8	phlyctène d'un orteil sans infection
S90.8	phlyctène d'un orteil avec infection
S90.8	piqûre d'insecte non venimeux d'un orteil sans infection
S90.8	piqûre d'insecte non venimeux d'un orteil avec infection
S90.8	lésion due à un corps étranger superficiel d'un orteil sans plaie ouverte importante ni infection
S90.8	lésion due à un corps étranger superficiel d'un orteil sans plaie ouverte importante, avec infection
S23.2	brûlure au deuxième degré du poignet
S00.8	contusion de la face, à l'exclusion de l'oeil
S00.8	contusion de la joue
S00.4	contusion de l'oreille
S00.3	contusion du nez
S00.5	contusion de la lèvre
S00.5	contusion de la gencive
S00.5	contusion de la région articulaire de la mandibule
S00.8	contusion du condyle mandibulaire
S00.8	contusion sous-condylienne de la mandibule
S00.8	contusion de l'apophyse coronoïde de la mandibule
S00.8	contusion de la branche montante de la mandibule
S00.8	contusion de la symphyse mentonnière
S00.8	contusion du bord alvéolaire de la mandibule
S00.8	contusion du maxillaire supérieur
S00.0	contusion du cuir chevelu
S00.8	contusion du front
S00.4	contusion du pavillon de l'oreille
S00.8	contusion de la région préauriculaire de la face
S00.8	contusion de la région malaire de la face
S00.8	contusion de la région zygomatique de la face
S00.5	contusion de la région péribuccale de la face
S00.5	contusion de la région périorale de la face
S10.9	contusion du cou
S10.0	contusion de la gorge
S00.8	contusion du menton
S00.5	contusion de la bouche
S00.5	contusion du vestibule maxillaire
S00.5	contusion du vestibule mandibulaire
S00.5	contusion de l'attache gingivo-maxillaire
S00.5	contusion de l'attache gingivo-mandibulaire
S00.5	contusion du plancher de la bouche
S00.5	contusion de la langue
S00.5	contusion de la muqueuse buccale
S00.5	contusion du palais mou
S00.5	contusion du palais dur
S00.5	contusion d'une amygdale
S00.5	contusion de l'oropharynx
S05.8	contusion de l'oeil et de ses annexes
S05.1	contusion de l'oeil
S00.1	oeil au beurre noir
S05.1	contusion du globe oculaire
S05.8	lésion traumatique de l'oeil
S00.1	contusion des paupières et de la région périoculaire
S00.1	contusion périorbitaire
S05.1	contusion des tissus orbitaux
S20.2	contusion du thorax
S20.0	contusion du sein
S30.1	contusion de la paroi abdominale
S30.1	contusion du flanc
S30.1	contusion de l'aine
S20.4	contusion du dos
S30.0	contusion de la fesse
S20.4	contusion de la région interscapulaire
S30.2	contusion des organes génitaux masculins
S30.2	contusion du pénis
S30.2	contusion du scrotum
S30.2	contusion du testicule
S30.2	contusion des organes génitaux féminins
S30.2	contusion des lèvres de la vulve
S30.2	contusion de la vulve
S30.2	contusion du vagin
S30.2	contusion du périnée
S40.0	contusion de l'épaule et du bras
S40.0	contusion de la région de l'épaule
S40.0	contusion de la région scapulaire
S40.0	contusion de la région axillaire
S40.0	contusion du bras
S50.0 S50.1	contusion du coude et de l'avant-bras
S50.1	contusion de l'avant-bras
S50.0	contusion du coude
S60.2	contusion du poignet et de la main, à l'exclusion des doigts
S60.2	contusion de la main
S60.2	contusion du poignet
S60.0	contusion d'un doigt
S60.1	contusion de l'ongle d'un doigt
S60.0	contusion du pouce
S60.1	contusion de l'ongle du pouce
S70.0 S70.1	contusion de la hanche et de la cuisse
S70.1	contusion de la cuisse
S70.0	contusion de la hanche
S80.0 S80.1	contusion du genou et de la jambe
S80.9	contusion de la jambe
S80.0	contusion du genou
S90.0	contusion de la cheville et du pied, à l'exclusion des orteils
S90.3	contusion du pied
S90.3	contusion du talon
S90.0	contusion de la cheville
S90.1	contusion d'un orteil
S90.2	contusion d'un ongle d'orteil
S13.4	coup de fouet cervical
