S58.922D	amputation traumatique partielle de l'avant-bras gauche, niveau non spécifié, contact subséquent
S72.025R	fracture de l'épiphyse (séparation) supérieure du fémur gauche sans déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec cal vicieux
S72.025S	fracture de l'épiphyse (séparation) supérieure du fémur gauche sans déplacement, séquelle
S72.026A	fracture de l'épiphyse (séparation) supérieure d'un fémur non spécifié sans déplacement, contact initial pour une fracture fermée
S72.026B	fracture de l'épiphyse (séparation) supérieure d'un fémur non spécifié sans déplacement, contact initial pour une fracture ouverte type I ou II
S72.026C	fracture de l'épiphyse (séparation) supérieure d'un fémur non spécifié sans déplacement, contact initial pour une fracture ouverte type IIIA, IIIB, ou IIIC
S72.026D	fracture de l'épiphyse (séparation) supérieure d'un fémur non spécifié sans déplacement, contact subséquent pour une fracture fermée avec une consolidation normale
S72.026E	fracture de l'épiphyse (séparation) supérieure d'un fémur non spécifié sans déplacement, contact subséquent pour une fracture ouverte type I ou II avec une consolidation normale
S72.026F	fracture de l'épiphyse (séparation) supérieure d'un fémur non spécifié sans déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation normale
S72.026G	fracture de l'épiphyse (séparation) supérieure d'un fémur non spécifié sans déplacement, contact subséquent pour une fracture fermée avec une consolidation retardée
S72.026H	fracture de l'épiphyse (séparation) supérieure d'un fémur non spécifié sans déplacement, contact subséquent pour une fracture ouverte type I ou II avec une consolidation retardée
S72.026J	fracture de l'épiphyse (séparation) supérieure d'un fémur non spécifié sans déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation retardée
S72.026K	fracture de l'épiphyse (séparation) supérieure d'un fémur non spécifié sans déplacement, contact subséquent pour une fracture fermée avec pseudarthrose
S72.026M	fracture de l'épiphyse (séparation) supérieure d'un fémur non spécifié sans déplacement, contact subséquent pour une fracture ouverte type I ou II avec pseudarthrose
S72.026N	fracture de l'épiphyse (séparation) supérieure d'un fémur non spécifié sans déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec pseudarthrose
S72.026P	fracture de l'épiphyse (séparation) supérieure d'un fémur non spécifié sans déplacement, contact subséquent pour une fracture fermée avec cal vicieux
S72.026Q	fracture de l'épiphyse (séparation) supérieure d'un fémur non spécifié sans déplacement, contact subséquent pour une fracture ouverte type I ou II avec cal vicieux
S72.026R	fracture de l'épiphyse (séparation) supérieure d'un fémur non spécifié sans déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec cal vicieux
S72.026S	fracture de l'épiphyse (séparation) supérieure d'un fémur non spécifié sans déplacement, séquelle
S72.031A	fracture médiocervicale du fémur droit avec un déplacement, contact initial pour une fracture fermée
S72.031B	fracture médiocervicale du fémur droit avec un déplacement, contact initial pour une fracture ouverte type I ou II
S72.031C	fracture médiocervicale du fémur droit avec un déplacement, contact initial pour une fracture ouverte type IIIA, IIIB, ou IIIC
S72.031D	fracture médiocervicale du fémur droit avec un déplacement, contact subséquent pour une fracture fermée avec une consolidation normale
S72.031E	fracture médiocervicale du fémur droit avec un déplacement, contact subséquent pour une fracture ouverte type I ou II avec une consolidation normale
S72.031F	fracture médiocervicale du fémur droit avec un déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation normale
S72.031G	fracture médiocervicale du fémur droit avec un déplacement, contact subséquent pour une fracture fermée avec une consolidation retardée
S72.031H	fracture médiocervicale du fémur droit avec un déplacement, contact subséquent pour une fracture ouverte type I ou II avec une consolidation retardée
S72.031J	fracture médiocervicale du fémur droit avec un déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation retardée
S72.031K	fracture médiocervicale du fémur droit avec un déplacement, contact subséquent pour une fracture fermée avec pseudarthrose
S72.031M	fracture médiocervicale du fémur droit avec un déplacement, contact subséquent pour une fracture ouverte type I ou II avec pseudarthrose
S72.031N	fracture médiocervicale du fémur droit avec un déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec pseudarthrose
S72.031P	fracture médiocervicale du fémur droit avec un déplacement, contact subséquent pour une fracture fermée avec cal vicieux
S72.031Q	fracture médiocervicale du fémur droit avec un déplacement, contact subséquent pour une fracture ouverte type I ou II avec cal vicieux
S72.031R	fracture médiocervicale du fémur droit avec un déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec cal vicieux
S72.031S	fracture médiocervicale du fémur droit avec un déplacement, séquelle
S72.032A	fracture médiocervicale du fémur gauche avec un déplacement, contact initial pour une fracture fermée
S72.032B	fracture médiocervicale du fémur gauche avec un déplacement, contact initial pour une fracture ouverte type I ou II
S72.032C	fracture médiocervicale du fémur gauche avec un déplacement, contact initial pour une fracture ouverte type IIIA, IIIB, ou IIIC
S72.032D	fracture médiocervicale du fémur gauche avec un déplacement, contact subséquent pour une fracture fermée avec une consolidation normale
S72.032E	fracture médiocervicale du fémur gauche avec un déplacement, contact subséquent pour une fracture ouverte type I ou II avec une consolidation normale
S72.032F	fracture médiocervicale du fémur gauche avec un déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation normale
S72.032G	fracture médiocervicale du fémur gauche avec un déplacement, contact subséquent pour une fracture fermée avec une consolidation retardée
S72.032H	fracture médiocervicale du fémur gauche avec un déplacement, contact subséquent pour une fracture ouverte type I ou II avec une consolidation retardée
S72.032J	fracture médiocervicale du fémur gauche avec un déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation retardée
S72.032K	fracture médiocervicale du fémur gauche avec un déplacement, contact subséquent pour une fracture fermée avec pseudarthrose
S72.032M	fracture médiocervicale du fémur gauche avec un déplacement, contact subséquent pour une fracture ouverte type I ou II avec pseudarthrose
S72.032N	fracture médiocervicale du fémur gauche avec un déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec pseudarthrose
S72.032P	fracture médiocervicale du fémur gauche avec un déplacement, contact subséquent pour une fracture fermée avec cal vicieux
S72.032Q	fracture médiocervicale du fémur gauche avec un déplacement, contact subséquent pour une fracture ouverte type I ou II avec cal vicieux
S72.032R	fracture médiocervicale du fémur gauche avec un déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec cal vicieux
S72.032S	fracture médiocervicale du fémur gauche avec un déplacement, séquelle
S72.033A	fracture médiocervicale d'un fémur non spécifié avec un déplacement, contact initial pour une fracture fermée
S72.033B	fracture médiocervicale d'un fémur non spécifié avec un déplacement, contact initial pour une fracture ouverte type I ou II
S72.033C	fracture médiocervicale d'un fémur non spécifié avec un déplacement, contact initial pour une fracture ouverte type IIIA, IIIB, ou IIIC
S72.033D	fracture médiocervicale d'un fémur non spécifié avec un déplacement, contact subséquent pour une fracture fermée avec une consolidation normale
S72.033E	fracture médiocervicale d'un fémur non spécifié avec un déplacement, contact subséquent pour une fracture ouverte type I ou II avec une consolidation normale
S72.033F	fracture médiocervicale d'un fémur non spécifié avec un déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation normale
S72.033G	fracture médiocervicale d'un fémur non spécifié avec un déplacement, contact subséquent pour une fracture fermée avec une consolidation retardée
S72.033H	fracture médiocervicale d'un fémur non spécifié avec un déplacement, contact subséquent pour une fracture ouverte type I ou II avec une consolidation retardée
S72.033J	fracture médiocervicale d'un fémur non spécifié avec un déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation retardée
S72.033K	fracture médiocervicale d'un fémur non spécifié avec un déplacement, contact subséquent pour une fracture fermée avec pseudarthrose
S72.033M	fracture médiocervicale d'un fémur non spécifié avec un déplacement, contact subséquent pour une fracture ouverte type I ou II avec pseudarthrose
S72.033N	fracture médiocervicale d'un fémur non spécifié avec un déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec pseudarthrose
S72.033P	fracture médiocervicale d'un fémur non spécifié avec un déplacement, contact subséquent pour une fracture fermée avec cal vicieux
S72.033Q	fracture médiocervicale d'un fémur non spécifié avec un déplacement, contact subséquent pour une fracture ouverte type I ou II avec cal vicieux
S72.033R	fracture médiocervicale d'un fémur non spécifié avec un déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec cal vicieux
S72.033S	fracture médiocervicale d'un fémur non spécifié avec un déplacement, séquelle
S72.034A	fracture médiocervicale du fémur droit sans déplacement, contact initial pour une fracture fermée
S72.034B	fracture médiocervicale du fémur droit sans déplacement, contact initial pour une fracture ouverte type I ou II
S72.034C	fracture médiocervicale du fémur droit sans déplacement, contact initial pour une fracture ouverte type IIIA, IIIB, ou IIIC
S72.034D	fracture médiocervicale du fémur droit sans déplacement, contact subséquent pour une fracture fermée avec une consolidation normale
S72.034E	fracture médiocervicale du fémur droit sans déplacement, contact subséquent pour une fracture ouverte type I ou II avec une consolidation normale
S72.034F	fracture médiocervicale du fémur droit sans déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation normale
